,Area,Item,Year,Yield Value,average_rain_fall_mm_per_year,Pesticies Value,Avg_Temp
20870,Mozambique,Maize,2000,9399,1032,34.69,21.51
20871,Mozambique,Potatoes,2000,126562,1032,34.69,21.51
20872,Mozambique,"Rice, paddy",2000,9816,1032,34.69,21.51
20873,Mozambique,Sorghum,2000,5798,1032,34.69,21.51
20874,Mozambique,Sweet potatoes,2000,71667,1032,34.69,21.51
20875,Mozambique,Wheat,2000,10000,1032,34.69,21.51
20876,Mozambique,Cassava,2001,71627,1032,26.05,21.94
20877,Mozambique,Maize,2001,9580,1032,26.05,21.94
20878,Mozambique,Potatoes,2001,127711,1032,26.05,21.94
20879,Mozambique,"Rice, paddy",2001,9582,1032,26.05,21.94
20880,Mozambique,Sorghum,2001,5738,1032,26.05,21.94
20881,Mozambique,Sweet potatoes,2001,69231,1032,26.05,21.94
20882,Mozambique,Wheat,2001,10000,1032,26.05,21.94
20883,Mozambique,Cassava,2002,48556,1032,17.4,21.96
20884,Mozambique,Maize,2002,7065,1032,17.4,21.96
20885,Mozambique,Potatoes,2002,128843,1032,17.4,21.96
20886,Mozambique,"Rice, paddy",2002,2789,1032,17.4,21.96
20887,Mozambique,Sorghum,2002,3954,1032,17.4,21.96
20888,Mozambique,Sweet potatoes,2002,47289,1032,17.4,21.96
20889,Mozambique,Wheat,2002,10385,1032,17.4,21.96
20890,Mozambique,Cassava,2004,60017,1032,572.99,21.89
20891,Mozambique,Maize,2004,8085,1032,572.99,21.89
20892,Mozambique,Potatoes,2004,129868,1032,572.99,21.89
20893,Mozambique,"Rice, paddy",2004,9604,1032,572.99,21.89
20894,Mozambique,Sorghum,2004,5663,1032,572.99,21.89
20895,Mozambique,Sweet potatoes,2004,72000,1032,572.99,21.89
20896,Mozambique,Wheat,2004,10870,1032,572.99,21.89
20897,Mozambique,Cassava,2005,43155,1032,770.88,22.27
20898,Mozambique,Maize,2005,4950,1032,770.88,22.27
20899,Mozambique,Potatoes,2005,131341,1032,770.88,22.27
20900,Mozambique,"Rice, paddy",2005,2034,1032,770.88,22.27
20901,Mozambique,Sorghum,2005,2980,1032,770.88,22.27
20902,Mozambique,Sweet potatoes,2005,71869,1032,770.88,22.27
20903,Mozambique,Wheat,2005,11071,1032,770.88,22.27
20904,Mozambique,Cassava,2006,63907,1032,891.54,21.68
20905,Mozambique,Maize,2006,8387,1032,891.54,21.68
20906,Mozambique,Potatoes,2006,132353,1032,891.54,21.68
20907,Mozambique,"Rice, paddy",2006,2729,1032,891.54,21.68
20908,Mozambique,Sorghum,2006,4961,1032,891.54,21.68
20909,Mozambique,Sweet potatoes,2006,84629,1032,891.54,21.68
20910,Mozambique,Wheat,2006,12353,1032,891.54,21.68
20911,Mozambique,Cassava,2007,49902,1032,547.31,21.91
20912,Mozambique,Maize,2007,6813,1032,547.31,21.91
20913,Mozambique,Potatoes,2007,133333,1032,547.31,21.91
20914,Mozambique,"Rice, paddy",2007,2845,1032,547.31,21.91
20915,Mozambique,Sorghum,2007,4314,1032,547.31,21.91
20916,Mozambique,Sweet potatoes,2007,98901,1032,547.31,21.91
20917,Mozambique,Wheat,2007,11765,1032,547.31,21.91
20918,Mozambique,Cassava,2008,40254,1032,890.47,21.76
20919,Mozambique,Maize,2008,6177,1032,890.47,21.76
20920,Mozambique,Potatoes,2008,140000,1032,890.47,21.76
20921,Mozambique,"Rice, paddy",2008,2836,1032,890.47,21.76
20922,Mozambique,Sorghum,2008,3291,1032,890.47,21.76
20923,Mozambique,Sweet potatoes,2008,86946,1032,890.47,21.76
20924,Mozambique,Wheat,2008,12500,1032,890.47,21.76
20925,Mozambique,Cassava,2009,45215,1032,914.92,21.7
20926,Mozambique,Maize,2009,10000,1032,914.92,21.7
20927,Mozambique,Potatoes,2009,145000,1032,914.92,21.7
20928,Mozambique,"Rice, paddy",2009,9835,1032,914.92,21.7
20929,Mozambique,Sorghum,2009,6224,1032,914.92,21.7
20930,Mozambique,Sweet potatoes,2009,104287,1032,914.92,21.7
20931,Mozambique,Wheat,2009,12500,1032,914.92,21.7
20932,Mozambique,Cassava,2010,77638,1032,1187.1,22.1
20933,Mozambique,Maize,2010,12024,1032,1187.1,22.1
20934,Mozambique,Potatoes,2010,142467,1032,1187.1,22.1
20935,Mozambique,"Rice, paddy",2010,11365,1032,1187.1,22.1
20936,Mozambique,Sorghum,2010,6089,1032,1187.1,22.1
20937,Mozambique,Sweet potatoes,2010,111841,1032,1187.1,22.1
20938,Mozambique,Wheat,2010,13367,1032,1187.1,22.1
20939,Mozambique,Cassava,2011,78029,1032,766.93,21.69
20940,Mozambique,Maize,2011,12020,1032,766.93,21.69
20941,Mozambique,Potatoes,2011,142473,1032,766.93,21.69
20942,Mozambique,"Rice, paddy",2011,11366,1032,766.93,21.69
20943,Mozambique,Sorghum,2011,6412,1032,766.93,21.69
20944,Mozambique,Sweet potatoes,2011,118660,1032,766.93,21.69
20945,Mozambique,Wheat,2011,17042,1032,766.93,21.69
20946,Mozambique,Cassava,2012,107501,1032,766.93,21.92
20947,Mozambique,Maize,2012,14980,1032,766.93,21.92
20948,Mozambique,Potatoes,2012,143961,1032,766.93,21.92
20949,Mozambique,"Rice, paddy",2012,5589,1032,766.93,21.92
20950,Mozambique,Sorghum,2012,4532,1032,766.93,21.92
20951,Mozambique,Sweet potatoes,2012,164573,1032,766.93,21.92
20952,Mozambique,Wheat,2012,9958,1032,766.93,21.92
20953,Mozambique,Cassava,2013,46115,1032,766.93,21.37
20954,Mozambique,Maize,2013,6814,1032,766.93,21.37
20955,Mozambique,Potatoes,2013,135526,1032,766.93,21.37
20956,Mozambique,"Rice, paddy",2013,2824,1032,766.93,21.37
20957,Mozambique,Sorghum,2013,3572,1032,766.93,21.37
20958,Mozambique,Sweet potatoes,2013,209796,1032,766.93,21.37
20959,Mozambique,Wheat,2013,10951,1032,766.93,21.37
20960,Namibia,Maize,1990,14871,285,42.0,20.4
20961,Namibia,Sorghum,1990,2052,285,42.0,20.4
20962,Namibia,Wheat,1990,44250,285,42.0,20.4
20963,Namibia,Maize,1991,11950,285,39.0,19.92
20964,Namibia,Sorghum,1991,3441,285,39.0,19.92
20965,Namibia,Wheat,1991,59000,285,39.0,19.92
20966,Namibia,Maize,1992,5953,285,48.0,20.36
20967,Namibia,Sorghum,1992,973,285,48.0,20.36
20968,Namibia,Wheat,1992,51933,285,48.0,20.36
20969,Namibia,Maize,1993,7764,285,56.0,20.43
20970,Namibia,Sorghum,1993,2333,285,56.0,20.43
20971,Namibia,Wheat,1993,43846,285,56.0,20.43
20972,Namibia,Maize,1994,11549,285,56.0,20.14
20973,Namibia,Sorghum,1994,2062,285,56.0,20.14
20974,Namibia,Wheat,1994,52500,285,56.0,20.14
20975,Namibia,Maize,1995,8768,285,56.0,20.76
20976,Namibia,Sorghum,1995,2933,285,56.0,20.76
20977,Namibia,Wheat,1995,55172,285,56.0,20.76
20978,Namibia,Maize,1996,6835,285,56.0,19.79
20979,Namibia,Sorghum,1996,2174,285,56.0,19.79
20980,Namibia,Wheat,1996,43846,285,56.0,19.79
20981,Namibia,Maize,1997,15727,285,56.0,19.97
20982,Namibia,Sorghum,1997,3740,285,56.0,19.97
20983,Namibia,Wheat,1997,46361,285,56.0,19.97
20984,Namibia,Maize,1998,6608,285,56.0,20.83
20985,Namibia,Sorghum,1998,1242,285,56.0,20.83
20986,Namibia,Wheat,1998,49336,285,56.0,20.83
20987,Namibia,Maize,1999,5276,285,56.0,20.62
20988,Namibia,Sorghum,1999,2074,285,56.0,20.62
20989,Namibia,Wheat,1999,36440,285,56.0,20.62
20990,Namibia,Maize,2000,7170,285,56.0,20.26
20991,Namibia,Potatoes,2000,125000,285,56.0,20.26
20992,Namibia,Sorghum,2000,4091,285,56.0,20.26
20993,Namibia,Wheat,2000,50847,285,56.0,20.26
20994,Namibia,Maize,2001,13254,285,56.0,20.37
20995,Namibia,Potatoes,2001,129032,285,56.0,20.37
20996,Namibia,Sorghum,2001,3821,285,56.0,20.37
20997,Namibia,Wheat,2001,60464,285,56.0,20.37
20998,Namibia,Maize,2002,13238,285,56.0,20.76
20999,Namibia,Potatoes,2002,130435,285,56.0,20.76
21000,Namibia,Sorghum,2002,1891,285,56.0,20.76
21001,Namibia,Wheat,2002,63724,285,56.0,20.76
21002,Namibia,Maize,2004,11301,285,56.0,21.01
21003,Namibia,Potatoes,2004,110579,285,56.0,21.01
21004,Namibia,Sorghum,2004,3249,285,56.0,21.01
21005,Namibia,Wheat,2004,41622,285,56.0,21.01
21006,Namibia,Maize,2005,22606,285,56.0,20.46
21007,Namibia,Potatoes,2005,113065,285,56.0,20.46
21008,Namibia,Sorghum,2005,2400,285,56.0,20.46
21009,Namibia,Wheat,2005,45255,285,56.0,20.46
21010,Namibia,Maize,2006,21053,285,56.0,19.42
21011,Namibia,Potatoes,2006,69796,285,56.0,19.42
21012,Namibia,Sorghum,2006,2911,285,56.0,19.42
21013,Namibia,Wheat,2006,59308,285,56.0,19.42
21014,Namibia,Maize,2007,20296,285,56.0,20.49
21015,Namibia,Potatoes,2007,127855,285,56.0,20.49
21016,Namibia,Sorghum,2007,2399,285,56.0,20.49
21017,Namibia,Wheat,2007,51342,285,56.0,20.49
21018,Namibia,Maize,2008,20980,285,56.0,20.18
21019,Namibia,Potatoes,2008,131969,285,56.0,20.18
21020,Namibia,Sorghum,2008,4018,285,56.0,20.18
21021,Namibia,Wheat,2008,61420,285,56.0,20.18
21022,Namibia,Maize,2009,21130,285,56.0,20.02
21023,Namibia,Potatoes,2009,130495,285,56.0,20.02
21024,Namibia,Sorghum,2009,2382,285,56.0,20.02
21025,Namibia,Wheat,2009,67214,285,56.0,20.02
21026,Namibia,Maize,2010,19882,285,56.0,20.62
21027,Namibia,Potatoes,2010,121175,285,56.0,20.62
21028,Namibia,Sorghum,2010,2901,285,56.0,20.62
21029,Namibia,Wheat,2010,61022,285,56.0,20.62
21030,Namibia,Maize,2011,19297,285,56.0,19.26
21031,Namibia,Potatoes,2011,119667,285,56.0,19.26
21032,Namibia,Sorghum,2011,2931,285,56.0,19.26
21033,Namibia,Wheat,2011,61267,285,56.0,19.26
21034,Namibia,Maize,2012,18999,285,56.0,20.11
21035,Namibia,Potatoes,2012,120805,285,56.0,20.11
21036,Namibia,Sorghum,2012,2862,285,56.0,20.11
21037,Namibia,Wheat,2012,61692,285,56.0,20.11
21038,Namibia,Maize,2013,18683,285,56.0,20.73
21039,Namibia,Potatoes,2013,120727,285,56.0,20.73
21040,Namibia,Sorghum,2013,2860,285,56.0,20.73
21041,Namibia,Wheat,2013,62084,285,56.0,20.73
21042,Nepal,Maize,1990,16246,1500,60.11,15.11
21043,Nepal,Potatoes,1990,80601,1500,60.11,15.11
21044,Nepal,"Rice, paddy",1990,24067,1500,60.11,15.11
21045,Nepal,Soybeans,1990,6215,1500,60.11,15.11
21046,Nepal,Wheat,1990,14149,1500,60.11,15.11
21047,Nepal,Maize,1991,15976,1500,60.11,14.94
21048,Nepal,Potatoes,1991,87569,1500,60.11,14.94
21049,Nepal,"Rice, paddy",1991,22826,1500,60.11,14.94
21050,Nepal,Soybeans,1991,5964,1500,60.11,14.94
21051,Nepal,Wheat,1991,14103,1500,60.11,14.94
21052,Nepal,Maize,1992,16647,1500,60.11,14.95
21053,Nepal,Potatoes,1992,85916,1500,60.11,14.95
21054,Nepal,"Rice, paddy",1992,20481,1500,60.11,14.95
21055,Nepal,Soybeans,1992,5805,1500,60.11,14.95
21056,Nepal,Wheat,1992,13338,1500,60.11,14.95
21057,Nepal,Maize,1993,15984,1500,60.11,15.16
21058,Nepal,Potatoes,1993,84268,1500,60.11,15.16
21059,Nepal,"Rice, paddy",1993,24100,1500,60.11,15.16
21060,Nepal,Soybeans,1993,5811,1500,60.11,15.16
21061,Nepal,Wheat,1993,12460,1500,60.11,15.16
21062,Nepal,Maize,1994,16502,1500,60.11,15.3
21063,Nepal,Potatoes,1994,87539,1500,60.11,15.3
21064,Nepal,"Rice, paddy",1994,21237,1500,60.11,15.3
21065,Nepal,Soybeans,1994,5855,1500,60.11,15.3
21066,Nepal,Wheat,1994,14704,1500,60.11,15.3
21067,Nepal,Maize,1995,16447,1500,60.11,15.3
21068,Nepal,Potatoes,1995,85926,1500,60.11,15.3
21069,Nepal,"Rice, paddy",1995,23910,1500,60.11,15.3
21070,Nepal,Soybeans,1995,6540,1500,60.11,15.3
21071,Nepal,Wheat,1995,14416,1500,60.11,15.3
21072,Nepal,Maize,1996,16770,1500,70.43,15.37
21073,Nepal,Potatoes,1996,84750,1500,70.43,15.37
21074,Nepal,"Rice, paddy",1996,24554,1500,70.43,15.37
21075,Nepal,Soybeans,1996,6601,1500,70.43,15.37
21076,Nepal,Wheat,1996,15500,1500,70.43,15.37
21077,Nepal,Maize,1997,16585,1500,80.75,14.5
21078,Nepal,Potatoes,1997,89820,1500,80.75,14.5
21079,Nepal,"Rice, paddy",1997,24170,1500,80.75,14.5
21080,Nepal,Soybeans,1997,6873,1500,80.75,14.5
21081,Nepal,Wheat,1997,16072,1500,80.75,14.5
21082,Nepal,Maize,1998,17112,1500,91.07,15.49
21083,Nepal,Potatoes,1998,84664,1500,91.07,15.49
21084,Nepal,"Rice, paddy",1998,24434,1500,91.07,15.49
21085,Nepal,Soybeans,1998,7311,1500,91.07,15.49
21086,Nepal,Wheat,1998,15463,1500,91.07,15.49
21087,Nepal,Maize,1999,16776,1500,101.39,15.78
21088,Nepal,Potatoes,1999,92599,1500,101.39,15.78
21089,Nepal,"Rice, paddy",1999,24722,1500,101.39,15.78
21090,Nepal,Soybeans,1999,7732,1500,101.39,15.78
21091,Nepal,Wheat,1999,16955,1500,101.39,15.78
21092,Nepal,Maize,2000,17275,1500,111.72,15.13
21093,Nepal,Potatoes,2000,96436,1500,111.72,15.13
21094,Nepal,"Rice, paddy",2000,27028,1500,111.72,15.13
21095,Nepal,Soybeans,2000,8492,1500,111.72,15.13
21096,Nepal,Wheat,2000,17931,1500,111.72,15.13
21097,Nepal,Maize,2001,18000,1500,122.04,15.41
21098,Nepal,Potatoes,2001,101824,1500,122.04,15.41
21099,Nepal,"Rice, paddy",2001,27454,1500,122.04,15.41
21100,Nepal,Soybeans,2001,8430,1500,122.04,15.41
21101,Nepal,Wheat,2001,18063,1500,122.04,15.41
21102,Nepal,Maize,2002,18291,1500,132.36,15.44
21103,Nepal,Potatoes,2002,109018,1500,132.36,15.44
21104,Nepal,"Rice, paddy",2002,26754,1500,132.36,15.44
21105,Nepal,Soybeans,2002,8595,1500,132.36,15.44
21106,Nepal,Wheat,2002,18859,1500,132.36,15.44
21107,Nepal,Maize,2004,19059,1500,153.0,15.36
21108,Nepal,Potatoes,2004,114898,1500,153.0,15.36
21109,Nepal,"Rice, paddy",2004,28573,1500,153.0,15.36
21110,Nepal,Soybeans,2004,8772,1500,153.0,15.36
21111,Nepal,Wheat,2004,20873,1500,153.0,15.36
21112,Nepal,Maize,2005,20191,1500,127.99,15.53
21113,Nepal,Potatoes,2005,118458,1500,127.99,15.53
21114,Nepal,"Rice, paddy",2005,27825,1500,127.99,15.53
21115,Nepal,Soybeans,2005,8786,1500,127.99,15.53
21116,Nepal,Wheat,2005,21344,1500,127.99,15.53
21117,Nepal,Maize,2006,20382,1500,128.73,15.92
21118,Nepal,Potatoes,2006,130896,1500,128.73,15.92
21119,Nepal,"Rice, paddy",2006,27166,1500,128.73,15.92
21120,Nepal,Soybeans,2006,8909,1500,128.73,15.92
21121,Nepal,Wheat,2006,20745,1500,128.73,15.92
21122,Nepal,Maize,2007,20909,1500,344.06,15.54
21123,Nepal,Potatoes,2007,126568,1500,344.06,15.54
21124,Nepal,"Rice, paddy",2007,25570,1500,344.06,15.54
21125,Nepal,Soybeans,2007,9029,1500,344.06,15.54
21126,Nepal,Wheat,2007,21563,1500,344.06,15.54
21127,Nepal,Maize,2008,21590,1500,353.43,15.27
21128,Nepal,Potatoes,2008,131100,1500,353.43,15.27
21129,Nepal,"Rice, paddy",2008,27750,1500,353.43,15.27
21130,Nepal,Soybeans,2008,9048,1500,353.43,15.27
21131,Nepal,Wheat,2008,22252,1500,353.43,15.27
21132,Nepal,Maize,2009,22054,1500,209.52,15.91
21133,Nepal,Potatoes,2009,133263,1500,209.52,15.91
21134,Nepal,"Rice, paddy",2009,29074,1500,209.52,15.91
21135,Nepal,Soybeans,2009,9139,1500,209.52,15.91
21136,Nepal,Wheat,2009,19338,1500,209.52,15.91
21137,Nepal,Maize,2010,21186,1500,332.01,15.96
21138,Nepal,Potatoes,2010,135841,1500,332.01,15.96
21139,Nepal,"Rice, paddy",2010,27164,1500,332.01,15.96
21140,Nepal,Soybeans,2010,9206,1500,332.01,15.96
21141,Nepal,Wheat,2010,21289,1500,332.01,15.96
21142,Nepal,Maize,2011,22814,1500,342.92,15.12
21143,Nepal,Potatoes,2011,137352,1500,342.92,15.12
21144,Nepal,"Rice, paddy",2011,29805,1500,342.92,15.12
21145,Nepal,Soybeans,2011,9659,1500,342.92,15.12
21146,Nepal,Wheat,2011,22747,1500,342.92,15.12
21147,Nepal,Maize,2012,25011,1500,410.32,15.2
21148,Nepal,Potatoes,2012,135837,1500,410.32,15.2
21149,Nepal,"Rice, paddy",2012,33120,1500,410.32,15.2
21150,Nepal,Soybeans,2012,9654,1500,410.32,15.2
21151,Nepal,Wheat,2012,24123,1500,410.32,15.2
21152,Nepal,Maize,2013,23528,1500,454.53,15.79
21153,Nepal,Potatoes,2013,136408,1500,454.53,15.79
21154,Nepal,"Rice, paddy",2013,31709,1500,454.53,15.79
21155,Nepal,Soybeans,2013,11719,1500,454.53,15.79
21156,Nepal,Wheat,2013,22902,1500,454.53,15.79
21157,Netherlands,Maize,1990,90909,778,9729.0,10.63
21158,Netherlands,Potatoes,1990,401380,778,9729.0,10.63
21159,Netherlands,Wheat,1990,76528,778,9729.0,10.63
21160,Netherlands,Maize,1991,80357,778,9338.0,9.32
21161,Netherlands,Potatoes,1991,386711,778,9338.0,9.32
21162,Netherlands,Wheat,1991,76608,778,9338.0,9.32
21163,Netherlands,Maize,1992,80256,778,9030.0,10.39
21164,Netherlands,Potatoes,1992,408173,778,9030.0,10.39
21165,Netherlands,Wheat,1992,80154,778,9030.0,10.39
21166,Netherlands,Maize,1993,90962,778,10505.0,9.47
21167,Netherlands,Potatoes,1993,437663,778,10505.0,9.47
21168,Netherlands,Wheat,1993,87712,778,10505.0,9.47
21169,Netherlands,Maize,1994,74865,778,8646.0,10.45
21170,Netherlands,Potatoes,1994,414503,778,8646.0,10.45
21171,Netherlands,Wheat,1994,80674,778,8646.0,10.45
21172,Netherlands,Maize,1995,70444,778,12601.0,10.25
21173,Netherlands,Potatoes,1995,410056,778,12601.0,10.25
21174,Netherlands,Wheat,1995,86189,778,12601.0,10.25
21175,Netherlands,Maize,1996,80000,778,8923.0,8.32
21176,Netherlands,Potatoes,1996,436811,778,8923.0,8.32
21177,Netherlands,Wheat,1996,89612,778,8923.0,8.32
21178,Netherlands,Maize,1997,50394,778,10568.0,10.03
21179,Netherlands,Potatoes,1997,443191,778,10568.0,10.03
21180,Netherlands,Wheat,1997,77309,778,10568.0,10.03
21181,Netherlands,Maize,1998,110000,778,11762.0,10.18
21182,Netherlands,Potatoes,1998,414881,778,11762.0,10.18
21183,Netherlands,Wheat,1998,76956,778,11762.0,10.18
21184,Netherlands,Maize,1999,70188,778,11152.0,10.74
21185,Netherlands,Potatoes,1999,462833,778,11152.0,10.74
21186,Netherlands,Wheat,1999,83311,778,11152.0,10.74
21187,Netherlands,Maize,2000,110000,778,11382.84,10.75
21188,Netherlands,Potatoes,2000,456548,778,11382.84,10.75
21189,Netherlands,Wheat,2000,83592,778,11382.84,10.75
21190,Netherlands,Maize,2001,88971,778,9424.73,10.24
21191,Netherlands,Potatoes,2001,434106,778,9424.73,10.24
21192,Netherlands,Wheat,2001,79447,778,9424.73,10.24
21193,Netherlands,Maize,2002,97046,778,9700.44,10.64
21194,Netherlands,Potatoes,2002,445686,778,9700.44,10.64
21195,Netherlands,Wheat,2002,78145,778,9700.44,10.64
21196,Netherlands,Maize,2004,84821,778,10655.4,10.27
21197,Netherlands,Potatoes,2004,456832,778,10655.4,10.27
21198,Netherlands,Wheat,2004,89149,778,10655.4,10.27
21199,Netherlands,Maize,2005,88201,778,10703.85,10.48
21200,Netherlands,Potatoes,2005,434423,778,10703.85,10.48
21201,Netherlands,Wheat,2005,85932,778,10703.85,10.48
21202,Netherlands,Maize,2006,91529,778,10461.35,10.97
21203,Netherlands,Potatoes,2006,400488,778,10461.35,10.97
21204,Netherlands,Wheat,2006,83940,778,10461.35,10.97
21205,Netherlands,Maize,2007,119482,778,12073.15,11.04
21206,Netherlands,Potatoes,2007,437884,778,12073.15,11.04
21207,Netherlands,Wheat,2007,72714,778,12073.15,11.04
21208,Netherlands,Maize,2008,114163,778,10777.08,10.42
21209,Netherlands,Potatoes,2008,455741,778,10777.08,10.42
21210,Netherlands,Wheat,2008,87295,778,10777.08,10.42
21211,Netherlands,Maize,2009,129954,778,9857.2,10.33
21212,Netherlands,Potatoes,2009,463376,778,9857.2,10.33
21213,Netherlands,Wheat,2009,92919,778,9857.2,10.33
21214,Netherlands,Maize,2010,117673,778,9586.03,8.84
21215,Netherlands,Potatoes,2010,435980,778,9586.03,8.84
21216,Netherlands,Wheat,2010,89092,778,9586.03,8.84
21217,Netherlands,Maize,2011,123355,778,10953.91,10.73
21218,Netherlands,Potatoes,2011,460550,778,10953.91,10.73
21219,Netherlands,Wheat,2011,77812,778,10953.91,10.73
21220,Netherlands,Maize,2012,123420,778,11348.39,10.08
21221,Netherlands,Potatoes,2012,451734,778,11348.39,10.08
21222,Netherlands,Wheat,2012,85870,778,11348.39,10.08
21223,Netherlands,Maize,2013,119446,778,10720.17,9.54
21224,Netherlands,Potatoes,2013,422075,778,10720.17,9.54
21225,Netherlands,Wheat,2013,87412,778,10720.17,9.54
21226,New Zealand,Maize,1990,92077,1732,3490.0,13.64
21227,New Zealand,Potatoes,1990,325000,1732,3490.0,13.64
21228,New Zealand,Sweet potatoes,1990,159383,1732,3490.0,13.64
21229,New Zealand,Wheat,1990,48842,1732,3490.0,13.64
21230,New Zealand,Maize,1991,96287,1732,3490.0,12.82
21231,New Zealand,Potatoes,1991,346667,1732,3490.0,12.82
21232,New Zealand,Sweet potatoes,1991,152381,1732,3490.0,12.82
21233,New Zealand,Wheat,1991,48149,1732,3490.0,12.82
21234,New Zealand,Maize,1992,91196,1732,3490.0,12.14
21235,New Zealand,Potatoes,1992,327179,1732,3490.0,12.14
21236,New Zealand,Sweet potatoes,1992,237745,1732,3490.0,12.14
21237,New Zealand,Wheat,1992,50543,1732,3490.0,12.14
21238,New Zealand,Maize,1993,83560,1732,3489.0,12.35
21239,New Zealand,Potatoes,1993,451015,1732,3489.0,12.35
21240,New Zealand,Sweet potatoes,1993,249415,1732,3489.0,12.35
21241,New Zealand,Wheat,1993,53698,1732,3489.0,12.35
21242,New Zealand,Maize,1994,97360,1732,3515.0,12.89
21243,New Zealand,Potatoes,1994,438786,1732,3515.0,12.89
21244,New Zealand,Sweet potatoes,1994,247137,1732,3515.0,12.89
21245,New Zealand,Wheat,1994,54145,1732,3515.0,12.89
21246,New Zealand,Maize,1995,97423,1732,3904.0,13.15
21247,New Zealand,Potatoes,1995,450321,1732,3904.0,13.15
21248,New Zealand,Sweet potatoes,1995,252381,1732,3904.0,13.15
21249,New Zealand,Wheat,1995,46823,1732,3904.0,13.15
21250,New Zealand,Maize,1996,112996,1732,3499.0,13.07
21251,New Zealand,Potatoes,1996,450207,1732,3499.0,13.07
21252,New Zealand,Sweet potatoes,1996,250228,1732,3499.0,13.07
21253,New Zealand,Wheat,1996,54738,1732,3499.0,13.07
21254,New Zealand,Maize,1997,99487,1732,3249.0,12.77
21255,New Zealand,Potatoes,1997,445545,1732,3249.0,12.77
21256,New Zealand,Sweet potatoes,1997,200000,1732,3249.0,12.77
21257,New Zealand,Wheat,1997,56607,1732,3249.0,12.77
21258,New Zealand,Maize,1998,100571,1732,3055.16,13.97
21259,New Zealand,Potatoes,1998,352113,1732,3055.16,13.97
21260,New Zealand,Sweet potatoes,1998,128431,1732,3055.16,13.97
21261,New Zealand,Wheat,1998,62160,1732,3055.16,13.97
21262,New Zealand,Maize,1999,101306,1732,2535.3,13.87
21263,New Zealand,Potatoes,1999,416667,1732,2535.3,13.87
21264,New Zealand,Sweet potatoes,1999,170000,1732,2535.3,13.87
21265,New Zealand,Wheat,1999,60610,1732,2535.3,13.87
21266,New Zealand,Maize,2000,102260,1732,3634.3,13.4
21267,New Zealand,Potatoes,2000,423155,1732,3634.3,13.4
21268,New Zealand,Sweet potatoes,2000,144509,1732,3634.3,13.4
21269,New Zealand,Wheat,2000,62095,1732,3634.3,13.4
21270,New Zealand,Maize,2001,104000,1732,3333.2,13.58
21271,New Zealand,Potatoes,2001,445871,1732,3333.2,13.58
21272,New Zealand,Sweet potatoes,2001,145719,1732,3333.2,13.58
21273,New Zealand,Wheat,2001,74286,1732,3333.2,13.58
21274,New Zealand,Maize,2002,76544,1732,4170.0,13.28
21275,New Zealand,Potatoes,2002,451182,1732,4170.0,13.28
21276,New Zealand,Sweet potatoes,2002,162437,1732,4170.0,13.28
21277,New Zealand,Wheat,2002,71467,1732,4170.0,13.28
21278,New Zealand,Maize,2004,115496,1732,4050.0,12.76
21279,New Zealand,Potatoes,2004,451264,1732,4050.0,12.76
21280,New Zealand,Sweet potatoes,2004,166667,1732,4050.0,12.76
21281,New Zealand,Wheat,2004,65501,1732,4050.0,12.76
21282,New Zealand,Maize,2005,109308,1732,4058.0,13.63
21283,New Zealand,Potatoes,2005,460829,1732,4058.0,13.63
21284,New Zealand,Sweet potatoes,2005,119699,1732,4058.0,13.63
21285,New Zealand,Wheat,2005,80920,1732,4058.0,13.63
21286,New Zealand,Maize,2006,109544,1732,4388.0,13.04
21287,New Zealand,Potatoes,2006,427584,1732,4388.0,13.04
21288,New Zealand,Sweet potatoes,2006,120000,1732,4388.0,13.04
21289,New Zealand,Wheat,2006,68963,1732,4388.0,13.04
21290,New Zealand,Maize,2007,109000,1732,4939.0,13.44
21291,New Zealand,Potatoes,2007,477612,1732,4939.0,13.44
21292,New Zealand,Sweet potatoes,2007,120253,1732,4939.0,13.44
21293,New Zealand,Wheat,2007,84966,1732,4939.0,13.44
21294,New Zealand,Maize,2008,112326,1732,5857.0,13.55
21295,New Zealand,Potatoes,2008,459091,1732,5857.0,13.55
21296,New Zealand,Sweet potatoes,2008,120000,1732,5857.0,13.55
21297,New Zealand,Wheat,2008,81120,1732,5857.0,13.55
21298,New Zealand,Maize,2009,110327,1732,5086.0,12.84
21299,New Zealand,Potatoes,2009,478154,1732,5086.0,12.84
21300,New Zealand,Sweet potatoes,2009,119691,1732,5086.0,12.84
21301,New Zealand,Wheat,2009,74918,1732,5086.0,12.84
21302,New Zealand,Maize,2010,107597,1732,5086.0,13.54
21303,New Zealand,Potatoes,2010,495751,1732,5086.0,13.54
21304,New Zealand,Sweet potatoes,2010,117803,1732,5086.0,13.54
21305,New Zealand,Wheat,2010,81241,1732,5086.0,13.54
21306,New Zealand,Maize,2011,113842,1732,5086.0,13.46
21307,New Zealand,Potatoes,2011,490361,1732,5086.0,13.46
21308,New Zealand,Sweet potatoes,2011,117785,1732,5086.0,13.46
21309,New Zealand,Wheat,2011,72858,1732,5086.0,13.46
21310,New Zealand,Maize,2012,108647,1732,5086.0,12.89
21311,New Zealand,Potatoes,2012,484810,1732,5086.0,12.89
21312,New Zealand,Sweet potatoes,2012,116046,1732,5086.0,12.89
21313,New Zealand,Wheat,2012,89245,1732,5086.0,12.89
21314,New Zealand,Maize,2013,108209,1732,5086.0,13.57
